id,title,description,advice,criterionCode,keywords,crawler,crawlerTestId,status,impact,responsibility,createdAt,updatedAt
60f79d7a-49a6-45ed-92ee-96ff9697f0b4,"Tekstalternatief met ""Afbeelding van...""","Op pagina (URL) staan afbeeldingen met een tekstalternatief dat begint met woorden als ""Afbeelding van"" of ""Foto van"". Voor mensen die een schermlezer of brailleleesregel gebruiken is dit niet nodig. Hulpsoftware geeft namelijk al aan dat het om een afbeelding gaat. Door deze extra woorden wordt de informatie langer en minder prettig om te beluisteren of te lezen.","Laat in het tekstalternatief woorden als ""afbeelding"", ""foto"" of ""plaatje"" weg en beschrijf direct de inhoud of functie van de afbeelding.

Voorbeeld:

```html
<img src=""team.jpg"" alt=""Projectteam in overleg aan een tafel"">
```

In specifieke situaties is het wel zinvol om het type afbeelding te noemen. Doe dit alleen als het verschil belangrijk is voor het begrip.

Voorbeelden:

• Een schets van een straatbeeld in plaats van een foto van die straat.
• Een karikatuur van een persoon in plaats van een foto van die persoon.

Voorbeeld:

```html
<img src=""straat-schets.png"" alt=""Schets van een druk stadsplein met mensen"">
```",1.1.1,,false,,,klein,redacteur,Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd)
2b852e26-0837-4d18-b562-01fdd10cfa52,PDF - Afbeeldingen niet-getagde PDF,"Het volgende PDF-document is niet getagd. Hierdoor zijn informatieve afbeeldingen niet gemarkeerd als `<Figure>` en hebben zij geen tekstalternatief. Mensen die blind zijn en een schermlezer gebruiken krijgen deze informatie daardoor niet aangeboden. Omdat het document niet is getagd, is niet vast te stellen of afbeeldingen correct zijn verwerkt. Hierdoor wordt dit nu niet afgekeurd. Zodra het document wel wordt getagd, kan blijken dat informatieve afbeeldingen ontbreken of onjuist zijn getagd.","Zorg dat de PDF wordt voorzien van een volledige tags-structuur en maak daarbij onderscheid tussen informatieve en decoratieve afbeeldingen.

- Tag informatieve afbeeldingen als `<Figure>` en geef deze van een kort en beschrijvend tekstalternatief dat de functie of inhoud van de afbeelding samenvat.
- Markeer decoratieve afbeeldingen als artefact zodat deze worden genegeerd door schermlezers.",1.1.1,,false,,,serieus,redacteur,Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd)
5ac91caf-1623-46ad-be31-ee4bc538f1e0,"Alt met bestandsnaam (min-tekens, underscore)","Op pagina URL staat een afbeelding waarvan het tekstalternatief bestaat uit een bestandsnaam of technische waarde, zoals img_398.jpg of landschap-met-bomen. Dit tekstalternatief bevat underscores of mintekens in plaats van gewone spaties. Voor mensen die een schermlezer gebruiken wordt dit letterlijk voorgelezen, waardoor de tekst moeilijk te begrijpen is en de inhoud van de afbeelding niet duidelijk wordt.","Vervang het technische tekstalternatief door een korte en duidelijke beschrijving van de afbeelding. Gebruik gewone woorden zonder underscores of mintekens, zodat schermlezers het goed kunnen uitspreken.

```html
<img src=""landschap-met-bomen.jpg"" alt=""Landschap met bomen"">
```

Zorg altijd dat het tekstalternatief de inhoud kort samenvat en goed leesbaar is voor iedereen.",1.1.1,,false,,,klein,redacteur,Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd)
e1c7c682-7f39-4969-a5cb-d406cf1d939f,Te lang alt-attribuut,"Op pagina URL staat een afbeelding met een erg lang tekstalternatief. Het tekstalternatief bestaat uit één lange waarde in het alt-attribuut. Dit is lastig voor mensen die een schermlezer gebruiken, omdat de informatie zonder structuur wordt voorgelezen. Hierdoor is het moeilijk om de inhoud te begrijpen, vooral als de afbeelding veel details bevat.","Gebruik voor (complexe) afbeeldingen geen lang tekstalternatief in het alt-attribuut. Beperk het alt-attribuut tot een korte beschrijving van de afbeelding. Het advies is een tekstalternatief van maximaal 75 tekens. Plaats de uitgebreide uitleg ergens anders op de pagina, bijvoorbeeld in een aparte alinea of via een toegankelijke link naar een langere beschrijving.

Voorbeeld:

```html
<img src=""diagram.png"" alt=""Overzicht van de organisatiestructuur. Zie beschrijving onder afbeelding."">
<p id=""diagram-beschrijving"">
  Beschrijving van het diagram: de organisatie bestaat uit drie afdelingen: Communicatie, Ontwikkeling en Onderzoek. 
  Onder elke afdeling vallen twee teams, die samen rapporteren aan het managementteam.
</p>
```

Of, als de uitgebreide beschrijving elders staat:

```html
<img src=""diagram.png"" alt=""Overzicht van de organisatiestructuur. Zie pagina met toelichting."">
```

Zorg ervoor dat de beknopte tekst in het alt-attribuut het doel van de afbeelding samenvat. Zo blijft de afbeelding begrijpelijk voor gebruikers van schermlezers en voldoet de pagina aan WCAG 1.1.1.

Dit probleem komt ook voor op pagina URL.",1.1.1,,false,,,klein,redacteur,Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd)
5185fe03-f368-47f8-90b9-67fb1f456cc0,Decoratieve afbeelding zonder lege alt-tekst,"Op pagina URL is één of meerdere decoratieve afbeeldingen voorzien van een tekstalternatief via het alt-attribuut. Hierdoor worden deze afbeeldingen ook gepresenteerd aan bezoekers die gebruik maken van een schermlezer, terwijl de afbeeldingen in dit geval geen inhoudelijke informatie toevoegen aan de pagina. Dit kan leiden tot onnodige onderbrekingen tijdens het navigeren en bemoeilijkt het snel scannen van de relevante inhoud.","Zorg dat decoratieve afbeeldingen worden genegeerd door hulpsoftware. Dit kan door een leeg tekstalternatief te gebruiken (alt="""") of de afbeelding op te maken als achtergrondafbeelding via CSS. Zo blijft de pagina overzichtelijk voor gebruikers van een schermlezer, terwijl het visuele ontwerp behouden blijft.",1.1.1,,false,,,klein,redacteur,Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd)
5e3f22d1-5125-4ce4-91f5-bda331dcbc3e,PDF - Decoratieve afbeelding is geen artefact,In het PDF-document DOCUMENT bevinden zich decoratieve afbeeldingen die getagd zijn als <Figure>. Hierdoor wordt de afbeelding gepresenteerd door hulpsoftware terwijl dit niet de bedoeling is.,"Afbeeldingen in PDF's kunnen als artefact worden gemarkeerd, hierdoor worden ze niet meer gepresenteerd door hulpsoftware. Dit kan in nieuwere versies van Microsoft Word worden gedaan door de afbeelding te markeren als decoratief. In Adobe InDesign kan een afbeelding ook als decoratief worden gemarkeerd. Als dit niet is gebeurd, kan de auteur via Adobe Acrobat Pro de afbeelding als achtergrond of <Artefact> markeren. Dan verdwijnt de afbeelding uit de tags.",1.1.1,,false,,,matig,redacteur,Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd)
df3dc350-8109-4175-82d1-a5407c7d025a,Decoratieve SVG,"Op pagina URL staan decoratieve svg's. Deze zijn niet verborgen voor hulpsoftware. Dit keuren we niet af, maar het is wel beter om de elementen te verbergen. Zo voorkom je dat er overbodige of onduidelijke informatie wordt gepresenteerd aan gebruikers van hulpsoftware.","Verberg decoratieve SVG's voor hulpsoftware zodat ze niet onnodig worden voorgelezen. Dit kan door aria-hidden=""true"" toe te voegen aan het <svg>-element.

```html
<svg aria-hidden=""true"" ...>
  <!-- decoratieve inhoud -->
</svg>
```

Zorg er ook voor dat de SVG geen onnodige title- of desc-elementen bevat. Zo blijft de ervaring helder voor gebruikers van schermlezers.",1.1.1,,false,,,klein,ontwikkelaar,Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd)
9968fed6-52ee-4eb4-9380-62dd0e95df0a,Op tijd gebaseerde media mist tekstalternatief,Op pagina URL bevindt zicht een video waarvoor een onvoldoende tekstalternatief beschikbaar is. Voor de ziende persoon is het snel duidelijk dat er een video staat en waar deze video over gaat. Deze informatie moet ook beschikbaar zijn voor bezoekers die afhankelijk zijn van hulpsoftware zoals een schermlezer of braille.,"Zorg dat het tekstalternatief van de video duidelijk maakt dat het om een video gaat en wat de inhoud ervan is. Beschrijf kort het onderwerp of doel van de video, zodat ook gebruikers van schermlezers of braille een goed beeld krijgen van de context.

Plaats bij voorkeur een korte inleidende tekst direct boven de video, bijvoorbeeld:

Video: uitleg over het maken van toegankelijke documenten.

Vul dit eventueel aan met een aria-label of title-attribuut bij de videospeler of het iframe waarin de video staat.

Voorbeeld:

```html
<p>In onderstaande video leer je meer over het maken van toegankelijke documenten.</p>
<iframe src=""video.mp4"" title=""Video: Toegankelijke documenten maken""></iframe>
```

Of met een eigen videospeler:

```html
<video controls aria-label=""Video: Toegankelijke documenten maken"">
  <source src=""video.mp4"" type=""video/mp4"">
</video>
```

Combineer waar mogelijk beide vormen: een tekstuele omschrijving boven de video en een toegankelijke naam van de videospeler. Zo wordt de informatie begrijpelijk voor alle gebruikers.",1.1.1,,false,,,matig,redacteur,Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd)
a4b0b27c-638e-4412-a5e2-30670a7b1e42,Afbeelding als link met dubbel tekstalternatief door title en alt,Op pagina URL staat een klikbare afbeelding. De afbeelding staat in een link. Zowel de link als de afbeelding hebben informatie die ervoor zorgen dat ze waarneembaar zijn voor gebruikers van hulpsoftware. Op de link staat een title-attribuut. Op de afbeelding een alt-attribuut. Beiden geven nu dezelfde (of vergelijkbare) informatie. Hierdoor wordt deze informatie dubbel gepresenteerd door hulpsoftware.,"Het advies is om het alt-attribuut te gebruiken voor het tekstalternatief van de afbeelding en alleen het title-attribuut te gebruiken om meer informatie te geven over het linkdoel. Bijvoorbeeld ""Opent in een nieuw venster"".",1.1.1,,false,,,klein,ontwikkelaar,Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd)
d2a07730-7160-49f5-8044-81acda421a70,Tekstalternatief height/width 0,"Op de pagina URL bevinden zich afbeeldingen waarvan het tekstalternatief verborgen wordt door het gebruik van height:0;, width:0; of font-size:0;. De presentatie van hulpsoftware verschilt bij het gebruik hiervan, waardoor het tekstalternatief bij sommigen wel en bij anderen niet wordt gepresenteerd.","Verwijder height:0;, width:0; of font-size:0; van de tekstalternatieven om deze gelijkwaardig beschikbaar te maken voor hulpsoftware. Tekst die visueel verborgen is, maar voor hulpsoftware wel beschikbaar moet zijn, moet op een andere manier verborgen worden. Dit kan bijvoorbeeld met een .sr-only class in CSS of met de clip-methode.",1.1.1,,false,,,klein,ontwikkelaar,Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd),Tue Feb 10 2026 10:08:39 GMT+0100 (Midden-Europese standaardtijd)
