id,projectId,wcagCriterionId,status,notes,createdAt,updatedAt
d0da63f5-3e26-48e6-b2de-e46a0cd972f2,6b40737b-a874-4e09-8b16-d4de37a18487,dbbfa87d-0ed1-4b4b-b63c-2a9f75ff5a4d,passed,,,
69b133a1-7f62-41e0-802c-d5fc8d68c244,6b40737b-a874-4e09-8b16-d4de37a18487,a831e91c-9db5-42ed-98b0-859517e99564,passed,,,
267464f5-8b65-4372-94b9-9e9c189ebd04,6b40737b-a874-4e09-8b16-d4de37a18487,1f36c6a9-6e39-462e-8051-67c0ac31e0b2,passed,,,
2b396f55-4c6a-40c5-a776-b6988f1dafdd,6b427de6-113e-496c-adba-0645686f1a1d,347f946b-3342-4c99-9c2b-46baef3478eb,not_present,,,
9bb81779-f669-4a72-ab84-49f4ee3757f5,6b427de6-113e-496c-adba-0645686f1a1d,33e40f43-43f5-41ca-b045-f0c5e9dfff35,passed,,,
336b9b97-bdb3-4bd1-8aba-02fcf7905a51,6b427de6-113e-496c-adba-0645686f1a1d,9d3f3d32-d17b-4afc-8c92-2d7489183371,not_present,,,
f60a2517-181d-407b-accf-73ef550d7847,6b427de6-113e-496c-adba-0645686f1a1d,c0dbc008-6147-462e-b77e-77e39976adb8,not_tested,,,
bc9b5a89-8dc6-4a09-b689-aa252f4ab15d,6b427de6-113e-496c-adba-0645686f1a1d,4cb21fff-b4e0-4bd5-a312-f472f8541396,not_tested,,,
8dede1ab-91fd-4088-a837-58afc27d6f02,6b427de6-113e-496c-adba-0645686f1a1d,143487c8-c34d-4cf6-bb8d-ad91a9db7b53,not_tested,,,
83723775-e981-442e-b83c-442990c4b94b,6b40737b-a874-4e09-8b16-d4de37a18487,41d09e8c-c857-457c-a799-ffc0539e7722,failed,,,
314230b5-d9c2-44fd-afe0-4d4f78e387ff,6b40737b-a874-4e09-8b16-d4de37a18487,4cb21fff-b4e0-4bd5-a312-f472f8541396,failed,,,
6d2000c7-b749-4dec-834d-7124d941a4c6,6b40737b-a874-4e09-8b16-d4de37a18487,35d250a4-d5a2-4d75-9ebd-6fc4c6da9cbc,passed,,,
d5331869-010c-46ed-a5d6-24b226034371,6b40737b-a874-4e09-8b16-d4de37a18487,9b23fa6b-a0de-4779-b78a-2649f20d17e7,passed,,,
c6910780-4c66-48be-be16-b4ac14123577,6b40737b-a874-4e09-8b16-d4de37a18487,cd31b01e-f6f1-4e3a-bbbe-c83d8c570848,passed,,,
afc2b268-5e76-49f6-b29b-13ba90eda345,6b40737b-a874-4e09-8b16-d4de37a18487,d1d29352-2853-4671-bd37-d2b466ab1cd0,failed,,,
7c318139-5fb1-4847-b3f6-69940d5dfb97,6b40737b-a874-4e09-8b16-d4de37a18487,d49a3d02-2506-4aab-b522-8da68ea1fe3d,not_present,,,
